%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1597380913010040209,3207,1596774732428894996,/gps,-1.45303579109,0.231178233177,0.0,0.0,0.0,0.0
1597380913019491128,3208,1596774732441999912,/gps,0.783715695197,-1.24520925743,0.0,0.0,0.0,0.0
1597380913212841212,3209,1596774732634504079,/gps,-1.44981221217,0.305259085768,0.0,0.0,0.0,0.0
1597380913222578225,3210,1596774732643626928,/gps,-1.11635564275,0.974109151433,0.0,0.0,0.0,0.0
1597380913410376260,3211,1596774732831316947,/gps,-1.14657763237,0.115252155607,0.0,0.0,0.0,0.0
1597380913418292261,3212,1596774732840689897,/gps,-0.759978579159,0.866230850084,0.0,0.0,0.0,0.0
1597380913605997234,3213,1596774733028179883,/gps,-1.46102387008,0.246064648102,0.0,0.0,0.0,0.0
1597380913613553207,3214,1596774733036052942,/gps,0.061833161185,-1.48030916371,0.0,0.0,0.0,0.0
1597380913814063912,3215,1596774733235340118,/gps,-1.27269883114,-0.0892189885542,0.0,0.0,0.0,0.0
1597380913823265457,3216,1596774733244656085,/gps,1.10373035032,-0.639923164519,0.0,0.0,0.0,0.0
1597380914008456659,3217,1596774733430160045,/gps,-1.00515643289,0.219710926205,0.0,0.0,0.0,0.0
1597380914014155875,3218,1596774733436620950,/gps,-0.413272981696,0.94224083348,0.0,0.0,0.0,0.0
1597380914219012952,3219,1596774733638714075,/gps,-1.34778729005,0.313887909008,0.0,0.0,0.0,0.0
1597380914228125067,3220,1596774733650732040,/gps,0.496112972379,1.29187000789,0.0,0.0,0.0,0.0
1597380914413392784,3221,1596774733835383892,/gps,-1.60158225394,0.307256706992,0.0,0.0,0.0,0.0
1597380914417891210,3222,1596774733840270996,/gps,-1.55178512905,-0.501433259152,0.0,0.0,0.0,0.0
1597380914604896792,3223,1596774734027234077,/gps,-0.903048214074,0.0655234580123,0.0,0.0,0.0,0.0
1597380914608981923,3224,1596774734031517028,/gps,-0.669018151178,-0.610085333283,0.0,0.0,0.0,0.0
1597380914812201597,3225,1596774734233926057,/gps,-1.48838405962,0.388249853769,0.0,0.0,0.0,0.0
1597380914819374574,3226,1596774734241714954,/gps,1.46679675462,-0.463176357932,0.0,0.0,0.0,0.0
1597380915016729643,3227,1596774734437191009,/gps,-0.945985776199,0.201248055568,0.0,0.0,0.0,0.0
1597380915025977335,3228,1596774734447758913,/gps,-0.647369361233,0.718542120392,0.0,0.0,0.0,0.0
1597380915212112275,3229,1596774734633148908,/gps,-1.16049472179,0.390324151727,0.0,0.0,0.0,0.0
1597380915224629467,3230,1596774734645077943,/gps,-0.517657251178,1.10956383909,0.0,0.0,0.0,0.0
1597380915409819133,3231,1596774734831352949,/gps,-1.39265742187,0.458421203424,0.0,0.0,0.0,0.0
1597380915413352040,3232,1596774734835987091,/gps,-1.05840547941,1.01460462033,0.0,0.0,0.0,0.0
1597380915608256799,3233,1596774735029522895,/gps,-1.21062235136,0.368738579703,0.0,0.0,0.0,0.0
1597380915613835517,3234,1596774735036395072,/gps,-1.10093050424,-0.624120695547,0.0,0.0,0.0,0.0
1597380915806123461,3235,1596774735228213071,/gps,-1.03431384374,0.230817482405,0.0,0.0,0.0,0.0
1597380915810339771,3236,1596774735232939004,/gps,-0.172330549131,1.04565004632,0.0,0.0,0.0,0.0
1597380916012190823,3237,1596774735432565927,/gps,-1.6244343677,0.349731568994,0.0,0.0,0.0,0.0
1597380916018133758,3238,1596774735440303087,/gps,-0.929085260342,1.37764282901,0.0,0.0,0.0,0.0
1597380916213906855,3239,1596774735634803056,/gps,-1.06249807325,0.288276115755,0.0,0.0,0.0,0.0
1597380916222291165,3240,1596774735644033908,/gps,0.713370187112,-0.838515504153,0.0,0.0,0.0,0.0
1597380916409596037,3241,1596774735830115079,/gps,-1.26859062024,0.372404361844,0.0,0.0,0.0,0.0
1597380916414940951,3242,1596774735837269067,/gps,-0.604737889227,-1.17571223342,0.0,0.0,0.0,0.0
1597380916605771190,3243,1596774736028013944,/gps,-1.18981992975,0.309924877501,0.0,0.0,0.0,0.0
1597380916609856740,3244,1596774736032568931,/gps,1.17962591706,-0.346709663467,0.0,0.0,0.0,0.0
1597380916814265754,3245,1596774736236103057,/gps,-1.33050613079,0.215494970601,0.0,0.0,0.0,0.0
1597380916820855580,3246,1596774736243014097,/gps,0.527042324721,-1.24052853025,0.0,0.0,0.0,0.0
1597380917017745134,3247,1596774736438085079,/gps,-1.25759710878,0.141506642154,0.0,0.0,0.0,0.0
1597380917031099668,3248,1596774736453278064,/gps,-0.0508019588819,1.26451325764,0.0,0.0,0.0,0.0
1597380917213802651,3249,1596774736635869026,/gps,-1.06295916402,0.161706408084,0.0,0.0,0.0,0.0
1597380917218779578,3250,1596774736641388893,/gps,0.875666066824,-0.623891085207,0.0,0.0,0.0,0.0
1597380917410993240,3251,1596774736832448005,/gps,-1.4237455941,0.304185119817,0.0,0.0,0.0,0.0
1597380917415605741,3252,1596774736837806940,/gps,-0.919220398376,1.12898802608,0.0,0.0,0.0,0.0
1597380917609008604,3253,1596774737029390096,/gps,-1.17055872089,0.258006631335,0.0,0.0,0.0,0.0
1597380917624141146,3254,1596774737045526981,/gps,-0.369469517192,1.14029268906,0.0,0.0,0.0,0.0
1597380917816043091,3255,1596774737235753059,/gps,-1.70954688702,-0.255493494118,0.0,0.0,0.0,0.0
1597380917824663579,3256,1596774737247237920,/gps,-1.17546238107,-1.26732619129,0.0,0.0,0.0,0.0
1597380918013961764,3257,1596774737434856891,/gps,-0.850958324332,0.20178540582,0.0,0.0,0.0,0.0
1597380918026231468,3258,1596774737448949098,/gps,0.491398495383,0.7234465692,0.0,0.0,0.0,0.0
1597380918217016049,3259,1596774737636596918,/gps,-1.26233299586,0.145387146921,0.0,0.0,0.0,0.0
1597380918227580143,3260,1596774737649791002,/gps,0.139298955447,1.26301932525,0.0,0.0,0.0,0.0
1597380918410837234,3261,1596774737832730054,/gps,-1.21932548448,-0.224448110118,0.0,0.0,0.0,0.0
1597380918416279468,3262,1596774737838506937,/gps,1.14736845614,-0.469762937114,0.0,0.0,0.0,0.0
1597380918605162262,3263,1596774738025866985,/gps,-1.01196512499,0.15485242439,0.0,0.0,0.0,0.0
1597380918617602940,3264,1596774738039509057,/gps,0.803036558215,-0.634968482445,0.0,0.0,0.0,0.0
1597380918811500221,3265,1596774738232965946,/gps,-1.45854912713,0.260332486919,0.0,0.0,0.0,0.0
1597380918821936276,3266,1596774738242921113,/gps,-0.733931334576,-1.28704442663,0.0,0.0,0.0,0.0
1597380919008134606,3267,1596774738429490089,/gps,-1.3043839956,0.181694411546,0.0,0.0,0.0,0.0
1597380919015295436,3268,1596774738437700033,/gps,1.31027289957,0.132723004032,0.0,0.0,0.0,0.0
1597380919210395672,3269,1596774738632102012,/gps,-0.578547439166,0.146287571994,0.0,0.0,0.0,0.0
1597380919215626720,3270,1596774738638262033,/gps,0.592163593828,0.0738882347244,0.0,0.0,0.0,0.0
1597380919409192458,3271,1596774738829449892,/gps,-1.73782557402,-0.0588642063336,0.0,0.0,0.0,0.0
1597380919422649269,3272,1596774738845123052,/gps,-1.48585693768,-0.903178764835,0.0,0.0,0.0,0.0
1597380919606924799,3273,1596774739028590917,/gps,-1.13055830764,0.052524768373,0.0,0.0,0.0,0.0
1597380919612280463,3274,1596774739034002065,/gps,0.692624583352,-0.895093360944,0.0,0.0,0.0,0.0
1597380919810450674,3275,1596774739230819940,/gps,-0.948862399597,0.234643961363,0.0,0.0,0.0,0.0
1597380919824377469,3276,1596774739246462106,/gps,0.890837967593,0.402250366648,0.0,0.0,0.0,0.0
1597380920003702670,3277,1596774739425755023,/gps,-1.3605689319,0.304123188086,0.0,0.0,0.0,0.0
1597380920007883375,3278,1596774739430196046,/gps,-0.199151424173,1.37984689086,0.0,0.0,0.0,0.0
1597380920209531829,3279,1596774739631504058,/gps,-0.999373194923,0.19697506763,0.0,0.0,0.0,0.0
1597380920214797713,3280,1596774739637444019,/gps,-1.01834120296,-0.0229598420407,0.0,0.0,0.0,0.0
1597380920411117031,3281,1596774739833259105,/gps,-0.998185799981,0.565436505871,0.0,0.0,0.0,0.0
1597380920416669360,3282,1596774739838665962,/gps,-1.01108688035,-0.542030122637,0.0,0.0,0.0,0.0
1597380920612267436,3283,1596774740033855915,/gps,-1.34117926073,0.39905837311,0.0,0.0,0.0,0.0
1597380920616509996,3284,1596774740038386106,/gps,-0.885366567579,-1.08357530222,0.0,0.0,0.0,0.0
1597380920819923052,3285,1596774740241672992,/gps,-1.2861883875,0.199342350551,0.0,0.0,0.0,0.0
1597380920828971357,3286,1596774740251334905,/gps,0.926154586314,-0.914470132432,0.0,0.0,0.0,0.0
1597380921009656244,3287,1596774740431480884,/gps,-1.00864339478,0.27064257978,0.0,0.0,0.0,0.0
1597380921014042410,3288,1596774740436664104,/gps,0.794782278203,-0.677443749753,0.0,0.0,0.0,0.0
1597380921207791966,3289,1596774740629638910,/gps,-1.45554810452,0.349983594653,0.0,0.0,0.0,0.0
1597380921212841430,3290,1596774740635030984,/gps,1.04927349137,1.06777054717,0.0,0.0,0.0,0.0
1597380921415443883,3291,1596774740837330102,/gps,-1.22371082367,0.229011255897,0.0,0.0,0.0,0.0
1597380921419024263,3292,1596774740841583967,/gps,-1.04641781583,-0.674480607588,0.0,0.0,0.0,0.0
1597380921614675606,3293,1596774741035042047,/gps,-0.732834586263,0.186660985801,0.0,0.0,0.0,0.0
1597380921623735779,3294,1596774741045015096,/gps,0.756013089001,0.0182500329304,0.0,0.0,0.0,0.0
1597380921811469725,3295,1596774741232777118,/gps,-1.27485628523,0.235360175089,0.0,0.0,0.0,0.0
